animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	705327	620537	676545	9	M	0	A		-1	2499.57124916	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	709613	620612	641416	9	M	133	A		-1	2499.90084219	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	694767	693879	688290	9	M	27	A		-1	2500.08063438	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	787216	622558	663062	9	M	129	A		-1	2500.61849714	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	706459	620537	660888	9	M	175	A		-1	2500.62241789	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	768424	621568	597198	9	M	31	A		-1	2500.81861267	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	767320	621568	527336	9	M	165	A		-1	2501.05337452	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	761561	621162	600902	9	M	141	A		-1	2501.10802062	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	792007	622561	612262	9	M	53	A		-1	2501.51589354	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	734238	620737	630715	9	M	54	A		-1	2501.86544559	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	748666	620905	430138	9	M	184	A		-1	2501.88245305	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	739007	620862	501578	9	M	165	A		-1	2502.0600223	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	756598	620966	582020	9	M	52	A		-1	2502.11718246	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	735589	620862	640351	9	M	60	A		-1	2502.17615851	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	751002	620944	663479	9	M	129	A		-1	2502.3505751	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	744146	620864	578882	9	M	36	A		-1	2502.94254561	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	695589	693879	656236	9	M	2	A		-1	2503.15215078	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	626434	515568	500168	8	M	33	A		-1	2503.5314065	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	697521	693879	652419	9	M	195	A		-1	2503.93547298	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	770836	622058	685316	9	M	69	A		-1	2504.16904092	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	705522	620537	624580	9	M	162	A		-1	2504.25870301	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	767704	621568	620346	9	M	192	A		-1	2504.8427416	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	736683	620862	585158	9	M	29	A		-1	2504.89973638	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	742977	620864	663896	9	M	129	A		-1	2504.90463859	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	764478	621568	605279	9	M	81	A		-1	2505.22671164	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	736687	620862	623669	9	M	76	A		-1	2505.35581304	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	695486	693879	634008	9	M	111	A		-1	2505.49477444	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	710448	620612	675632	9	M	161	A		-1	2505.58095823	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	756514	620966	673976	9	M	195	A		-1	2505.70129678	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	650468	516790	554408	8	M	70	A		-1	2505.78455783	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	760092	621162	601540	9	M	24	A		-1	2505.98068675	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	746503	620905	408366	9	M	69	A		-1	2506.50937708	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	782701	622541	645958	9	M	166	A		-1	2506.70701366	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	793143	622561	610072	9	M	51	A		-1	2506.82230897	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	737782	620862	514952	9	M	10	A		-1	2506.89501969	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	685590	518734	500957	8	M	20	A		-1	2506.95572263	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	785920	622558	499638	9	M	189	A		-1	2506.99571278	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	775790	624519	691592	9	M	64	A		-1	2507.01339246	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	776449	624519	688280	9	M	196	A		-1	2507.29988254	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	783487	622541	659837	9	M	169	A		-1	2507.30816502	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	774833	624519	552010	9	M	19	A		-1	2507.34076587	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	738690	620862	591443	9	M	198	A		-1	2507.47153438	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	742294	620864	499391	9	M	58	A		-1	2507.98180433	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	679896	518509	590395	8	M	42	A		-1	2508.25815213	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	702411	621677	564180	9	M	5	A		-1	2508.34140588	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	745221	620905	667766	9	M	112	A		-1	2508.64167617	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	736633	620862	640169	9	M	33	A		-1	2509.07742456	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	782715	622541	608308	9	M	43	A		-1	2509.29733348	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	712525	620612	688938	9	M	134	A		-1	2509.29796616	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	727299	620714	651779	9	M	176	A		-1	2509.59255632	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	790010	622561	671516	9	M	126	A		-1	2509.8181277	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	749882	620944	626330	9	M	189	A		-1	2509.98790072	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	712007	620612	603758	9	M	94	A		-1	2510.06013496	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	680466	518509	541499	8	M	81	A		-1	2510.23690579	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	699346	693879	602990	9	M	156	A		-1	2510.41517927	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	719879	620676	675831	9	M	100	A		-1	2510.77013159	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	695201	693879	570349	9	M	40	A		-1	2510.92206228	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	669759	518431	470559	8	M	83	A		-1	2511.02968614	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	742172	620864	616398	9	M	124	A		-1	2511.40599124	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	652254	516790	520430	8	M	97	A		-1	2511.75403042	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	730383	620737	682811	9	M	45	A		-1	2511.95281776	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	766389	621568	400628	9	M	70	A		-1	2512.25535494	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	734756	620862	595614	9	M	86	A		-1	2512.35326541	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	741989	620864	537549	9	M	115	A		-1	2512.72218976	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	763198	621162	626469	9	M	85	A		-1	2513.09218057	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	721823	620676	656246	9	M	16	A		-1	2513.1470069	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	607374	514705	406717	8	M	110	A		-1	2513.42823174	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	744183	620864	618418	9	M	53	A		-1	2513.50945312	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	760420	621162	521032	9	M	170	A		-1	2514.44183515	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	779794	622541	602350	9	M	0	A		-1	2514.75851604	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	726205	620714	657152	9	M	64	A		-1	2514.85117986	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	724713	620714	553883	9	M	192	A		-1	2514.92465453	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	755524	620966	594668	9	M	86	A		-1	2515.12943789	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	703165	621677	666006	9	M	129	A		-1	2515.21135102	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	792681	622561	658498	9	M	168	A		-1	2516.01650395	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	775624	624519	654329	9	M	120	A		-1	2516.41829584	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	741626	620864	546145	9	M	73	A		-1	2516.47698651	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	761130	621162	502778	9	M	137	A		-1	2516.53021933	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	708444	620537	618533	9	M	97	A		-1	2516.66545347	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	734052	620737	615586	9	M	61	A		-1	2516.73418243	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	727881	620714	634093	9	M	62	A		-1	2516.73534638	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	790259	622561	619246	9	M	147	A		-1	2517.04951162	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	776388	624519	614416	9	M	51	A		-1	2517.05622989	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
