animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	1527238	1421216	1377129	17	M	150	A		-1	4211.55482392	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1497089	1494494	1308500	17	M	3	A		-1	4211.69639322	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1561491	1422845	1400312	17	M	82	A		-1	4211.82094809	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1533734	1421651	1478184	17	M	111	A		-1	4212.24006359	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1511756	1420614	1444144	17	M	157	A		-1	4212.31195907	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1581638	1423327	1300948	17	M	127	A		-1	4213.10956252	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1583137	1423327	1429306	17	M	160	A		-1	4213.32604064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1499173	1494494	1474997	17	M	193	A		-1	4213.32626747	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1581941	1423327	1436933	17	M	130	A		-1	4214.57409127	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1580354	1423327	1307206	17	M	8	A		-1	4214.90788063	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1449026	1314690	1249974	16	M	178	A		-1	4215.17586571	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1496539	1494494	1432689	17	M	60	A		-1	4215.41767491	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1565683	1422931	1303937	17	M	18	A		-1	4215.4780623	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1504180	1422992	1479948	17	M	112	A		-1	4215.67510234	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1542881	1422249	1218148	17	M	197	A		-1	4215.76371878	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
