animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	115104	42529	26960	2	M	50	A		-1	844.076309928	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	89351	41797	66732	2	M	117	A		-1	844.114807588	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	80835	41729	7224	2	M	113	A		-1	844.303470169	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	38862	35350	3512	1	M	180	A		-1	844.661297722	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	103983	42391	745	2	M	136	A		-1	844.710006084	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	90512	41869	35606	2	M	31	A		-1	844.791525639	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	121432	42805	22890	2	M	155	A		-1	844.89116774	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	63172	35115	27822	1	M	63	A		-1	844.97783264	[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]
	113105	42529	28391	2	M	193	A		-1	845.122323959	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	103653	42391	21432	2	M	87	A		-1	845.224372725	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	81239	41729	39628	2	M	172	A		-1	845.247370375	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	115500	42694	23079	2	M	59	A		-1	845.282744634	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	102416	42391	16641	2	M	157	A		-1	845.503725908	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	72868	69982	34432	2	M	135	A		-1	845.701240492	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	119148	42694	12133	2	M	23	A		-1	845.769908984	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	121635	42805	27543	2	M	20	A		-1	845.802998547	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	73318	69982	15223	2	M	64	A		-1	845.91133973	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	95948	42349	11056	2	M	76	A		-1	846.201611026	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	76980	43013	41323	2	M	197	A		-1	846.419805159	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	72607	69982	24157	2	M	198	A		-1	846.527449046	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	118694	42694	2569	2	M	13	A		-1	846.844438503	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	88589	41797	53421	2	M	191	A		-1	846.87093235	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	67542	35116	32192	1	M	91	A		-1	846.908746106	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	71897	69982	43599	2	M	0	A		-1	847.383704058	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	97985	42349	51462	2	M	76	A		-1	847.536887432	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	68521	35116	33171	1	M	37	A		-1	847.713022109	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	88387	41797	17960	2	M	134	A		-1	848.436463848	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	70477	69982	15617	2	M	123	A		-1	848.590028932	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	77712	43013	45858	2	M	124	A		-1	848.950354631	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	112131	42529	30463	2	M	120	A		-1	849.158256861	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	98107	42349	60928	2	M	162	A		-1	849.228676385	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	76473	43013	5019	2	M	89	A		-1	849.237599765	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	75251	69982	15729	2	M	75	A		-1	849.354259683	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	103199	42391	14802	2	M	135	A		-1	849.462741033	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	92051	41869	28215	2	M	151	A		-1	849.480260736	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	89812	41797	37277	2	M	180	A		-1	849.685090441	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	89924	41797	44531	2	M	24	A		-1	849.685723133	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	45422	35112	10072	1	M	60	A		-1	849.701519991	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	71594	69982	19303	2	M	82	A		-1	850.241738078	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	77517	43013	1748	2	M	81	A		-1	850.516552952	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	36406	35350	1056	1	M	6	A		-1	850.91081563	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	119729	42694	11214	2	M	15	A		-1	851.014253617	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	118908	42694	3894	2	M	1	A		-1	851.23136889	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	83268	41729	7394	2	M	116	A		-1	851.485543274	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	93696	41869	39105	2	M	57	A		-1	851.883894062	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	85007	41729	1510	2	M	69	A		-1	852.15627929	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	116660	42694	54411	2	M	183	A		-1	852.200155922	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	113828	42529	41311	2	M	26	A		-1	852.664670088	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	45419	35112	10069	1	M	154	A		-1	852.668753378	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	92898	41869	37345	2	M	57	A		-1	852.967900086	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	87050	41797	38027	2	M	173	A		-1	853.013788191	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	102340	42391	32613	2	M	134	A		-1	853.190654384	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	81819	41729	7564	2	M	184	A		-1	853.225023582	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	88861	41797	28137	2	M	159	A		-1	853.260062903	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	46596	35112	11246	1	M	133	A		-1	853.294600421	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	122758	42805	50145	2	M	83	A		-1	854.143839259	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	96755	42349	22195	2	M	36	A		-1	854.437467169	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	109474	42420	34368	2	M	142	A		-1	854.756711771	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	61294	35115	25944	1	M	26	A		-1	854.82852949	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	76834	43013	21874	2	M	130	A		-1	854.933927956	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	113776	42529	46504	2	M	108	A		-1	855.167999477	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	106741	42420	36780	2	M	176	A		-1	855.344867677	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	120285	42694	62755	2	M	112	A		-1	855.35074047	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	75840	43013	45091	2	M	72	A		-1	855.50669239	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	114891	42529	45449	2	M	12	A		-1	855.591406241	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48944	35112	13594	1	M	98	A		-1	855.826708033	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	104737	42391	44087	2	M	188	A		-1	855.914092077	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	121981	42805	41000	2	M	53	A		-1	855.924937237	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	119623	42694	42544	2	M	30	A		-1	856.059053175	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	110179	42420	12621	2	M	23	A		-1	856.475143632	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	95772	42349	31312	2	M	40	A		-1	856.493172633	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	94407	41869	47175	2	M	32	A		-1	856.668438847	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	82037	41729	69456	2	M	136	A		-1	856.70841588	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	96538	42349	21048	2	M	48	A		-1	856.782349495	[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	94124	41869	44790	2	M	127	A		-1	857.039394349	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]
	77480	43013	68091	2	M	63	A		-1	857.488916453	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	62960	35115	27610	1	M	126	A		-1	857.640395317	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	99591	42349	69181	2	M	29	A		-1	858.029840641	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
