animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	1387517	1233454	1224002	15	M	31	A		-1	3843.52670895	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1225486	1122686	1081164	14	M	182	A		-1	3843.70652918	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1343652	1230767	1244602	15	M	149	A		-1	3843.78776556	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1294844	1294311	1281495	15	M	96	A		-1	3843.84715387	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1323625	1229115	1206818	15	M	92	A		-1	3843.87411618	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1301495	1232764	1250698	15	M	96	A		-1	3843.96435993	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1393055	1233465	1111941	15	M	77	A		-1	3844.46071353	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1335105	1230690	1212315	15	M	95	A		-1	3844.69215662	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1234468	1123166	1102070	14	M	97	A		-1	3845.07336284	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1341808	1230767	1271165	15	M	95	A		-1	3845.24248031	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1303032	1232764	1271247	15	M	97	A		-1	3845.54669042	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1300347	1232764	1149257	15	M	151	A		-1	3845.62254141	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1365257	1232717	1183063	15	M	198	A		-1	3845.80578057	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1321965	1229115	1206498	15	M	89	A		-1	3845.92964195	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1390001	1233465	1216278	15	M	54	A		-1	3846.12863535	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1334546	1230690	1253554	15	M	8	A		-1	3846.14875481	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1349927	1231624	1274134	15	M	121	A		-1	3846.23586467	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1314942	1228667	1241889	15	M	31	A		-1	3846.25936147	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1358540	1231917	1242253	15	M	156	A		-1	3846.52024615	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1352911	1231624	1251612	15	M	45	A		-1	3846.58936468	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
