animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	477287	323929	194950	6	M	21	A		-1	1798.78915827	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	461230	317317	299516	6	M	128	A		-1	1798.8222382	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	406805	314182	286026	6	M	183	A		-1	1798.90738442	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	387840	228798	220202	5	M	72	A		-1	1799.150979	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	465562	317623	306030	6	M	121	A		-1	1799.52485511	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	370552	227514	170411	5	M	74	A		-1	1799.69232412	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	442018	315659	358601	6	M	102	A		-1	1799.74153872	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	427083	315278	328760	6	M	86	A		-1	1799.7690633	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	398194	394491	374448	6	M	74	A		-1	1799.80919967	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	477990	323929	353215	6	M	55	A		-1	1799.96899906	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	466223	317623	342106	6	M	157	A		-1	1800.18469818	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	461591	317317	314968	6	M	92	A		-1	1800.34513221	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	486127	318547	390871	6	M	168	A		-1	1800.45574684	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	465740	317623	391440	6	M	89	A		-1	1800.72775648	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	373591	227514	103262	5	M	10	A		-1	1801.09786671	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	453064	316715	159763	6	M	41	A		-1	1801.46197478	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	456456	316921	317082	6	M	43	A		-1	1801.51497221	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	480833	318538	222878	6	M	50	A		-1	1801.54180769	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	493244	318601	326330	6	M	26	A		-1	1801.75364209	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	419123	314848	284491	6	M	5	A		-1	1801.77095887	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	448718	316386	191400	6	M	0	A		-1	1802.24075246	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	462930	317317	375757	6	M	75	A		-1	1802.36358173	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	395197	394491	390629	6	M	35	A		-1	1802.3793026	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	460485	317317	345207	6	M	4	A		-1	1802.43027707	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	403538	318239	260525	6	M	166	A		-1	1802.55127357	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	486685	318547	275302	6	M	121	A		-1	1802.82159362	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	490875	318601	317288	6	M	94	A		-1	1802.95234164	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	393685	229089	290353	5	M	21	A		-1	1802.96672963	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]
	428613	315278	350199	6	M	94	A		-1	1803.29734415	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	476724	323929	326733	6	M	134	A		-1	1803.4510825	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	364328	226949	286977	5	M	65	A		-1	1803.47229973	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	464827	317623	354929	6	M	43	A		-1	1803.67174226	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	470307	318425	384518	6	M	54	A		-1	1804.18811498	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	433322	315464	351782	6	M	191	A		-1	1804.2367384	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	491876	318601	148885	6	M	62	A		-1	1804.40288383	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	471298	318425	344086	6	M	176	A		-1	1804.6248146	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	482997	318538	251935	6	M	154	A		-1	1804.65606761	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	436590	315606	206231	6	M	152	A		-1	1804.89137935	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	424073	315139	304238	6	M	46	A		-1	1805.04101371	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	308500	224715	256573	5	M	185	A		-1	1805.17198588	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	429677	315278	281297	6	M	124	A		-1	1805.35886759	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	406105	314182	322861	6	M	45	A		-1	1805.59925758	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	480140	318538	387830	6	M	75	A		-1	1805.61749991	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]
	420692	315139	257914	6	M	174	A		-1	1805.67469545	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
