animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	523539	425817	473424	7	M	187	A		-1	2218.69009876	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	635687	525287	517044	8	M	194	A		-1	2218.78155714	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	603220	527509	444883	8	M	104	A		-1	2218.87448255	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	668920	527335	436508	8	M	138	A		-1	2219.10542303	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	622068	524635	530313	8	M	79	A		-1	2219.3693823	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	659310	526817	512624	8	M	45	A		-1	2219.43896565	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	596831	594369	593722	8	M	100	A		-1	2219.45273107	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	611307	524392	567612	8	M	200	A		-1	2219.55454739	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	603712	527509	578758	8	M	66	A		-1	2219.60106689	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	599072	594369	580591	8	M	7	A		-1	2219.95874064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	664140	527013	555826	8	M	142	A		-1	2220.09044734	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	603378	527509	542957	8	M	52	A		-1	2220.12840041	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	619627	524555	516363	8	M	152	A		-1	2220.12904504	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	635850	525287	428149	8	M	142	A		-1	2220.23776457	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	575562	429569	306016	7	M	85	A		-1	2220.45228476	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	635154	525287	526334	8	M	144	A		-1	2220.78271005	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	607411	524112	585493	8	M	51	A		-1	2220.92708257	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	649392	526000	338024	8	M	56	A		-1	2220.931672	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
