animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	356512	228078	120494	5	M	53	A		-1	1603.38845639	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	355598	228078	287739	5	M	163	A		-1	1603.39571107	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	382279	228507	231643	5	M	30	A		-1	1603.53962708	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	374173	228343	227831	5	M	10	A		-1	1604.19133037	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	264832	147808	176590	4	M	52	A		-1	1604.58376517	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	393060	228911	105425	5	M	30	A		-1	1604.72601013	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	362697	228204	235924	5	M	199	A		-1	1604.76045204	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	381854	228507	265718	5	M	176	A		-1	1604.77191414	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	367456	228246	129164	5	M	156	A		-1	1604.78800039	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	369174	228246	279628	5	M	119	A		-1	1605.10320668	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	351475	227728	205553	5	M	75	A		-1	1605.30348978	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	307774	224995	235939	5	M	30	A		-1	1605.42930407	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	326366	225719	267951	5	M	48	A		-1	1605.83083224	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	356168	228078	249727	5	M	71	A		-1	1605.92325999	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	372977	228343	214174	5	M	99	A		-1	1606.04387346	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	386387	228752	197745	5	M	13	A		-1	1606.3770646	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	310891	225375	104664	5	M	151	A		-1	1606.38283155	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	330439	226124	159986	5	M	107	A		-1	1606.78662509	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	308636	224995	223388	5	M	142	A		-1	1607.11221002	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	195593	194432	163342	4	M	152	A		-1	1607.34729277	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	392429	228911	245824	5	M	19	A		-1	1607.50608959	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	312930	225375	244145	5	M	194	A		-1	1607.93726875	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	310297	225375	70738	5	M	36	A		-1	1608.03313264	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	383794	228507	135549	5	M	31	A		-1	1608.13418037	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	312101	225375	268817	5	M	105	A		-1	1608.37207616	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	355285	228078	192350	5	M	145	A		-1	1608.46951888	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	382954	228507	221223	5	M	128	A		-1	1608.79598872	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	306007	224995	228245	5	M	189	A		-1	1609.53954185	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	295243	294108	282028	5	M	23	A		-1	1609.5880216	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	359691	228204	187802	5	M	7	A		-1	1609.59482868	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	383093	228507	162394	5	M	133	A		-1	1609.59483932	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	393907	228911	129964	5	M	105	A		-1	1609.73496432	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	382071	228507	280927	5	M	71	A		-1	1609.80423082	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	365029	228246	238264	5	M	18	A		-1	1609.86062793	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	295947	294108	218298	5	M	135	A		-1	1609.89034852	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	380019	228507	272488	5	M	111	A		-1	1610.52172232	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	345669	226877	232105	5	M	23	A		-1	1610.53278376	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	357394	228078	281697	5	M	196	A		-1	1610.60756109	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	387909	228752	264789	5	M	31	A		-1	1610.66893039	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	248720	146665	149130	4	M	147	A		-1	1610.76160635	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	358633	228078	203811	5	M	102	A		-1	1610.83175033	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	358875	228078	267430	5	M	169	A		-1	1611.5788824	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	373616	228343	109019	5	M	136	A		-1	1611.58362173	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	319860	225654	210964	5	M	53	A		-1	1611.71145729	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
