animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	140988	81948	87811	3	M	51	A		-1	1124.38723331	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	137137	81866	73336	3	M	106	A		-1	1124.43017798	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	183984	82886	74488	3	M	196	A		-1	1124.51385375	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	165224	82704	10303	3	M	36	A		-1	1124.98053298	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	173083	82851	84342	3	M	178	A		-1	1125.29544166	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	147023	82037	82158	3	M	12	A		-1	1125.64282085	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	148671	82186	57581	3	M	43	A		-1	1125.7848632	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	167538	82704	70716	3	M	135	A		-1	1125.82963676	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	166205	82704	105698	3	M	94	A		-1	1126.18475872	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
	165827	82704	89149	3	M	124	A		-1	1126.59047826	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	151427	82186	17692	3	M	129	A		-1	1126.61734634	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	192714	82930	2087	3	M	9	A		-1	1126.77861737	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	150180	82186	112712	3	M	7	A		-1	1126.78733277	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	136198	81866	117547	3	M	200	A		-1	1126.8638721	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
