animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	1523870	1419477	1476370	17	M	13	A		-1	4266.59768021	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1519406	1418862	1297895	17	M	188	A		-1	4266.77233494	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1556920	1420329	1463774	17	M	191	A		-1	4266.91292012	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1568159	1420558	1453486	17	M	125	A		-1	4266.96011259	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1540060	1419975	1397607	17	M	127	A		-1	4267.12820105	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1527727	1419579	1405615	17	M	192	A		-1	4267.37913547	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1547587	1420013	1483614	17	M	160	A		-1	4267.60778933	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1579397	1424817	1251801	17	M	3	A		-1	4267.62300696	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1544984	1420013	1458521	17	M	177	A		-1	4267.72956907	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1564818	1420558	1473165	17	M	199	A		-1	4267.75371511	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1516099	1418862	1448798	17	M	116	A		-1	4268.11473026	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1539075	1419877	1235937	17	M	161	A		-1	4268.2936563	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1502093	1420563	1467749	17	M	73	A		-1	4268.38040386	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1592479	1421163	1489482	17	M	77	A		-1	4268.58884217	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1506369	1418821	1473346	17	M	145	A		-1	4268.73152227	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1546687	1420013	1458577	17	M	168	A		-1	4268.77322724	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1572117	1420830	1488979	17	M	8	A		-1	4268.94020554	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1549744	1420258	1426660	17	M	193	A		-1	4268.95404222	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1538524	1419877	1412260	17	M	91	A		-1	4269.01497679	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1529339	1419579	1487202	17	M	81	A		-1	4269.04192758	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1587379	1421132	1461235	17	M	38	A		-1	4269.25368357	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1564755	1420558	1482213	17	M	171	A		-1	4269.29353305	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1563875	1420388	1462404	17	M	18	A		-1	4269.41675939	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1548495	1420013	1238038	17	M	113	A		-1	4269.86783109	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1530944	1419727	1305160	17	M	76	A		-1	4269.9551734	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1548548	1420013	1483165	17	M	104	A		-1	4270.12440595	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1559303	1420329	1307757	17	M	98	A		-1	4270.19931356	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1545746	1420013	1456725	17	M	80	A		-1	4271.33525064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1522360	1419477	1454665	17	M	76	A		-1	4271.35061445	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1528828	1419579	1454266	17	M	146	A		-1	4271.64075323	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1512565	1418843	1410918	17	M	115	A		-1	4271.82422918	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1518109	1418862	1347654	17	M	86	A		-1	4272.0025294	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1517294	1418862	1448183	17	M	167	A		-1	4272.54011382	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1501142	1420563	1486314	17	M	30	A		-1	4272.5684064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1574609	1424817	1462244	17	M	155	A		-1	4272.69866113	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1434561	1315606	1316879	16	M	80	A		-1	4273.1767318	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1392555	1233465	1281959	15	M	144	A		-1	4273.43343036	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1584744	1421132	1460032	17	M	96	A		-1	4273.76768632	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1531232	1419727	1448680	17	M	101	A		-1	4274.132612	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1594424	1421163	1466722	17	M	174	A		-1	4274.45867624	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1560747	1420388	1469866	17	M	47	A		-1	4274.73616285	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1571345	1420830	1392391	17	M	155	A		-1	4274.75234644	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1546949	1420013	1214393	17	M	194	A		-1	4275.04418604	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1520065	1419477	1485003	17	M	57	A		-1	4275.74981904	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1527477	1419579	1456486	17	M	97	A		-1	4275.90124848	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1475579	1319891	1325543	16	M	175	A		-1	4276.26237667	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1434684	1315606	1310561	16	M	142	A		-1	4276.45591217	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1582236	1420986	1480664	17	M	58	A		-1	4276.6626932	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1529385	1419579	1494173	17	M	143	A		-1	4276.96659361	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1563894	1420388	1427016	17	M	184	A		-1	4276.98402023	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1546133	1420013	1423825	17	M	86	A		-1	4277.1742418	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1568580	1420558	1446345	17	M	79	A		-1	4277.58428006	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1456405	1316392	1340520	16	M	26	A		-1	4277.79476084	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1510587	1418843	1266357	17	M	10	A		-1	4278.3340139	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1425438	1315388	1388604	16	M	34	A		-1	4278.45189287	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1547687	1420013	1485163	17	M	83	A		-1	4278.8593387	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1514033	1418843	1492100	17	M	190	A		-1	4278.8650279	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1459102	1316392	1366943	16	M	47	A		-1	4279.09063692	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1594452	1421163	1460694	17	M	1	A		-1	4279.10730235	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1551180	1420258	1384073	17	M	73	A		-1	4279.30018784	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1550458	1420258	1417914	17	M	83	A		-1	4279.38363494	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1521426	1419477	1435833	17	M	122	A		-1	4279.65032786	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1511684	1418843	1208793	17	M	50	A		-1	4279.79627373	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1579797	1420986	1302871	17	M	153	A		-1	4279.81124916	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1523618	1419477	1438014	17	M	164	A		-1	4279.98611055	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1539283	1419877	1438377	17	M	176	A		-1	4280.16662195	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1524058	1419477	1467381	17	M	105	A		-1	4280.2075343	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1554863	1420329	1478765	17	M	47	A		-1	4280.26073952	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1456990	1316392	1336725	16	M	160	A		-1	4280.35779571	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1439654	1315705	1219693	16	M	133	A		-1	4280.52864584	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1512915	1418843	1479157	17	M	94	A		-1	4280.84957823	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1568852	1420558	1436448	17	M	9	A		-1	4281.08956954	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1546950	1420013	1493340	17	M	64	A		-1	4281.09294187	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1515450	1418862	1464176	17	M	155	A		-1	4281.29152788	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1522056	1419477	1400086	17	M	175	A		-1	4281.41326329	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1552311	1420258	1331753	17	M	142	A		-1	4281.50425901	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1448189	1315766	1241942	16	M	74	A		-1	4281.53427307	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1589756	1421163	1395998	17	M	119	A		-1	4282.0136412	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1548853	1420013	1223221	17	M	146	A		-1	4282.1441748	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1547991	1420013	1461743	17	M	165	A		-1	4282.21541288	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1550003	1420258	1399926	17	M	102	A		-1	4283.14634154	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1546320	1420013	1490765	17	M	177	A		-1	4283.34335582	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1508633	1418821	1406090	17	M	23	A		-1	4283.81181841	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1414309	1315310	1353453	16	M	140	A		-1	4284.78036503	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
