animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	47510	35112	12160	1	M	12	A		-1	611.734923862	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	46503	35112	11153	1	M	178	A		-1	611.904752494	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	36797	35350	1447	1	M	114	A		-1	611.980538825	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	35938	35350	588	1	M	72	A		-1	612.231679067	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	69818	35116	34468	1	M	189	A		-1	612.438920138	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	63192	35115	27842	1	M	19	A		-1	612.971305541	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	63431	35115	28081	1	M	26	A		-1	613.234084478	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48956	35112	13606	1	M	12	A		-1	613.345836419	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	65724	35116	30374	1	M	161	A		-1	613.63738033	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	46510	35112	11160	1	M	129	A		-1	613.674194092	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	62901	35115	27551	1	M	38	A		-1	613.897364121	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	51139	35113	15789	1	M	114	A		-1	614.065409535	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	44446	35120	9096	1	M	91	A		-1	614.088861544	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	42981	35120	7631	1	M	124	A		-1	614.553894158	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	63752	35115	28402	1	M	59	A		-1	614.756193887	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	66877	35116	31527	1	M	1	A		-1	615.078608641	[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]
	63208	35115	27858	1	M	198	A		-1	615.564459942	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	37328	35350	1978	1	M	139	A		-1	615.585407534	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	48192	35112	12842	1	M	119	A		-1	615.617214747	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	44458	35120	9108	1	M	17	A		-1	615.681698798	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	37152	35350	1802	1	M	123	A		-1	615.909371426	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	51747	35113	16397	1	M	42	A		-1	616.101874554	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	45436	35112	10086	1	M	188	A		-1	616.357696186	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	41264	35120	5914	1	M	23	A		-1	616.604987811	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	62122	35115	26772	1	M	109	A		-1	616.963298658	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	53416	35113	18066	1	M	69	A		-1	617.180561889	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	46318	35112	10968	1	M	152	A		-1	617.524572183	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	49723	35112	14373	1	M	184	A		-1	617.889020883	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	46243	35112	10893	1	M	3	A		-1	618.267995437	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	42420	35120	7070	1	M	81	A		-1	618.32141825	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	63532	35115	28182	1	M	129	A		-1	618.459893728	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	61320	35115	25970	1	M	149	A		-1	618.765719724	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	35289	0	0	-7	M	192	A		-1	618.866721335	[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
	40157	35350	4807	1	M	129	A		-1	618.894225496	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	64697	35115	29347	1	M	110	A		-1	618.945905645	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	37838	35350	2488	1	M	76	A		-1	619.252715006	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
