animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	566800	426924	352615	7	M	171	A		-1	2068.54389606	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	503800	427358	465948	7	M	50	A		-1	2068.78142605	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	563429	426910	407580	7	M	188	A		-1	2068.99389248	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	529520	423504	490260	7	M	96	A		-1	2069.00596844	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	562540	426910	400111	7	M	82	A		-1	2069.23720997	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	567422	426924	409758	7	M	150	A		-1	2069.31149185	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	558774	426704	476486	7	M	167	A		-1	2069.31619587	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	571123	427440	486115	7	M	11	A		-1	2069.55546846	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	568047	426924	440951	7	M	45	A		-1	2069.64949576	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	571653	427440	401902	7	M	117	A		-1	2070.104865	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	519182	423239	492767	7	M	19	A		-1	2070.34325811	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	500069	427358	435470	7	M	144	A		-1	2070.61012867	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	560839	426910	230083	7	M	39	A		-1	2070.90089581	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	506198	422534	359980	7	M	14	A		-1	2071.16947452	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	593130	428423	460010	7	M	73	A		-1	2071.37610734	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	557343	426704	489444	7	M	180	A		-1	2071.59944142	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	572251	427440	489942	7	M	193	A		-1	2071.72664977	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	544846	426140	385037	7	M	89	A		-1	2072.25712825	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	520254	423356	316232	7	M	160	A		-1	2072.56602242	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	512498	422934	419101	7	M	112	A		-1	2072.57959838	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	496251	494311	472733	7	M	74	A		-1	2072.68467432	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	557017	426704	404721	7	M	139	A		-1	2072.81033338	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	586099	428205	446231	7	M	26	A		-1	2072.89716556	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	567999	426924	451288	7	M	91	A		-1	2072.96969318	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	590223	428423	426082	7	M	132	A		-1	2073.14357097	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	502169	427358	210893	7	M	150	A		-1	2073.33396405	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	498565	494311	459459	7	M	8	A		-1	2074.16236207	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	584973	428205	430996	7	M	132	A		-1	2074.17105029	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	563922	426910	402775	7	M	136	A		-1	2074.33910104	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
