animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	1753825	1630540	1671000	19	M	185	A		-1	4648.24961822	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1700182	1631973	1554000	19	M	106	A		-1	4648.34160223	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1715051	1626442	1635784	19	M	196	A		-1	4648.96792824	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1741455	1628173	1524355	19	M	118	A		-1	4648.99214514	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1769687	1630822	1685196	19	M	149	A		-1	4649.0447645	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1702023	1631973	1662784	19	M	128	A		-1	4649.18407678	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1687190	1519410	1563393	18	M	33	A		-1	4649.34157088	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1725311	1626915	1672416	19	M	98	A		-1	4649.52780806	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1739439	1628113	1655081	19	M	6	A		-1	4649.52985884	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1718855	1626442	1609277	19	M	64	A		-1	4649.90830974	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1713421	1626180	1634189	19	M	137	A		-1	4649.92126927	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1794011	1632684	1624509	19	M	107	A		-1	4649.98169509	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1745881	1629889	1640801	19	M	49	A		-1	4650.04241684	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1710048	1626180	1626781	19	M	162	A		-1	4650.75745811	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1626915	1516634	1529779	18	M	61	A		-1	4650.81562288	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1768094	1630822	1684095	19	M	43	A		-1	4650.8325074	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1768409	1630822	1594563	19	M	103	A		-1	4650.95698216	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1694808	1694650	1530786	19	M	152	A		-1	4651.06717547	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	1699457	1694650	1392744	19	M	157	A		-1	4651.23746265	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1685570	1519410	1593055	18	M	198	A		-1	4651.28429978	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1718163	1626442	1673500	19	M	34	A		-1	4651.77883285	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1781620	1632044	1687396	19	M	139	A		-1	4652.01105206	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1744703	1628173	1500340	19	M	106	A		-1	4652.15603515	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1742587	1628173	1680386	19	M	58	A		-1	4652.20883555	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1639011	1516920	1505448	18	M	197	A		-1	4652.41634915	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1619785	1516614	1378119	18	M	119	A		-1	4653.07629636	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1748757	1629889	1541452	19	M	112	A		-1	4653.24135882	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1698763	1694650	1641423	19	M	165	A		-1	4653.75563098	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1698687	1694650	1647397	19	M	198	A		-1	4654.08018194	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1702536	1631973	1691559	19	M	120	A		-1	4654.50686748	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1772979	1631994	1678223	19	M	191	A		-1	4654.52206862	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1697307	1694650	1635092	19	M	146	A		-1	4654.89021512	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1756398	1630684	1525484	19	M	117	A		-1	4654.95695188	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1791957	1632684	1478229	19	M	142	A		-1	4655.13901817	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1780772	1632044	1509896	19	M	185	A		-1	4655.62229615	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1729658	1626915	1674042	19	M	104	A		-1	4655.74426435	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1728589	1626915	1612378	19	M	116	A		-1	4655.77614144	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1729279	1626915	1650479	19	M	79	A		-1	4656.50812058	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1772557	1631994	1615090	19	M	118	A		-1	4656.77177487	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1794690	1632684	1598490	19	M	140	A		-1	4656.78311041	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1723497	1626454	1538344	19	M	126	A		-1	4656.82507296	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1739996	1628173	1635366	19	M	36	A		-1	4656.97678961	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1763978	1630801	1635773	19	M	119	A		-1	4657.08607147	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1708201	1625761	1621103	19	M	64	A		-1	4657.34201855	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1707844	1625761	1668952	19	M	58	A		-1	4657.39146809	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1717914	1626442	1622629	19	M	12	A		-1	4657.78767486	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1735907	1628113	1660681	19	M	45	A		-1	4657.90436365	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1775796	1635372	1688687	19	M	90	A		-1	4658.2847803	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1700316	1631973	1609813	19	M	177	A		-1	4658.37042338	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1712745	1626180	1651166	19	M	153	A		-1	4658.44353677	[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]
	1694650	1519530	1510601	18	M	56	A		-1	4658.50288506	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1688661	1519410	1582713	18	M	35	A		-1	4659.21296853	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1698051	1694650	1651764	19	M	165	A		-1	4659.31257479	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1732391	1627404	1683056	19	M	157	A		-1	4659.44778536	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1649356	1517382	1502652	18	M	173	A		-1	4659.44856441	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1777666	1635372	1444182	19	M	54	A		-1	4659.70477878	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
