animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	1038250	926174	965344	12	M	170	A		-1	3098.00885253	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1084283	927191	907007	12	M	145	A		-1	3098.01692647	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1056344	926483	821609	12	M	144	A		-1	3098.25648402	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	940683	823428	882921	11	M	115	A		-1	3098.28646447	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1032350	926012	947599	12	M	42	A		-1	3098.32976992	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1081843	927191	825699	12	M	103	A		-1	3098.35205067	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1065604	926566	949041	12	M	102	A		-1	3098.5451745	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	962311	824298	827527	11	M	153	A		-1	3098.57023871	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1042302	926239	992536	12	M	99	A		-1	3098.73739615	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1083154	927191	989039	12	M	147	A		-1	3099.11451463	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1037739	926174	900688	12	M	61	A		-1	3099.40415754	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1062951	926486	725494	12	M	71	A		-1	3100.10725311	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	1052609	926418	827875	12	M	185	A		-1	3100.14977496	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1049091	926341	960794	12	M	70	A		-1	3100.17268402	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1031989	926012	765649	12	M	64	A		-1	3100.50588289	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	997166	994748	973900	12	M	41	A		-1	3100.94991898	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1071230	926739	962156	12	M	167	A		-1	3100.99948951	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	1051787	926418	944127	12	M	166	A		-1	3101.04087257	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
