animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	685845	529625	406768	8	M	114	A		-1	2440.78019359	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	607428	524112	446836	8	M	153	A		-1	2440.90949071	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	708363	619627	532925	9	M	186	A		-1	2440.94560497	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]
	594799	594369	547261	8	M	81	A		-1	2440.99926623	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	715556	619659	480415	9	M	139	A		-1	2441.0641777	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	753905	621623	693291	9	M	153	A		-1	2441.4225679	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	759528	621881	628779	9	M	46	A		-1	2441.44057766	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
	757374	621881	627813	9	M	22	A		-1	2441.443767	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	755990	621881	645878	9	M	95	A		-1	2441.55890577	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	710565	619640	653160	9	M	92	A		-1	2441.87752269	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	726901	620066	419328	9	M	27	A		-1	2441.9712903	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	712489	619640	685384	9	M	146	A		-1	2442.20055965	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	721664	619742	600508	9	M	110	A		-1	2442.49305829	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	692308	529763	497564	8	M	28	A		-1	2442.76660868	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	722998	619742	694759	9	M	130	A		-1	2443.05422474	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	735527	620700	689245	9	M	50	A		-1	2443.46196909	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	693665	529763	444626	8	M	79	A		-1	2443.48781569	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	724685	619742	494884	9	M	126	A		-1	2443.56095498	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	630910	525112	547339	8	M	179	A		-1	2443.71226946	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	656734	526817	579666	8	M	65	A		-1	2443.9007578	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	790918	622647	494963	9	M	188	A		-1	2443.937211	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	779543	625265	670160	9	M	105	A		-1	2444.41008989	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	699534	694422	652129	9	M	39	A		-1	2444.43707789	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	751783	621623	600153	9	M	146	A		-1	2444.95571911	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	679175	531875	500757	8	M	4	A		-1	2445.13079258	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	624395	524635	535936	8	M	56	A		-1	2445.23520326	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	754897	621881	595942	9	M	86	A		-1	2445.72126002	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	725610	620066	614525	9	M	21	A		-1	2445.85458453	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	757110	621881	603035	9	M	141	A		-1	2445.86277886	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	699453	694422	625483	9	M	109	A		-1	2445.92870002	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	644519	525797	541568	8	M	23	A		-1	2445.99825957	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	741113	620860	673558	9	M	102	A		-1	2446.59190441	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	737976	620700	536893	9	M	24	A		-1	2446.66290513	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	759176	621881	655173	9	M	56	A		-1	2446.68160776	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	689519	529625	497958	8	M	164	A		-1	2446.93125254	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	729653	620066	622246	9	M	54	A		-1	2447.03851367	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	759669	621881	576567	9	M	59	A		-1	2447.45408064	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	767825	622068	596806	9	M	146	A		-1	2447.53311193	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	702957	622211	690171	9	M	124	A		-1	2447.53437212	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	747115	621025	637035	9	M	53	A		-1	2447.56127706	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	708406	619627	680560	9	M	174	A		-1	2447.7514149	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	770676	622228	506216	9	M	123	A		-1	2447.95091206	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	692443	529763	508397	8	M	17	A		-1	2448.14331351	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	704348	622211	670601	9	M	166	A		-1	2448.59839687	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	782437	622589	661109	9	M	140	A		-1	2448.75816289	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	764511	622026	689797	9	M	9	A		-1	2448.89075313	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	768971	622068	693905	9	M	98	A		-1	2448.92541409	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	738228	620700	616589	9	M	113	A		-1	2449.23056943	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	781692	622589	591430	9	M	128	A		-1	2449.62854597	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	703666	622211	604907	9	M	93	A		-1	2450.41315241	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	756017	621881	524589	9	M	126	A		-1	2450.88971942	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	685433	529625	569287	8	M	85	A		-1	2451.15353172	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	649179	526000	567855	8	M	71	A		-1	2451.22344363	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
