animal	sire	dam	born	sex	herd	status	cause	died	TBV	recessives
	572056	427440	459605	7	M	153	A		-1	2273.26608752	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	589748	428423	451505	7	M	97	A		-1	2273.3777446	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	602057	518315	569565	8	M	32	A		-1	2274.17045939	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	494554	494311	491931	7	M	142	A		-1	2274.23129684	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	596413	594168	499035	8	M	85	A		-1	2274.2894074	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
	636737	516203	524574	8	M	194	A		-1	2274.43592671	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	617027	515405	498197	8	M	86	A		-1	2274.66320144	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	604365	518315	398843	8	M	83	A		-1	2274.89219174	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	640277	516429	476649	8	M	46	A		-1	2275.0626897	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	685352	518734	563880	8	M	127	A		-1	2275.57500195	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	665435	518309	548543	8	M	189	A		-1	2275.74238098	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	658020	517463	525884	8	M	15	A		-1	2276.07868367	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	596346	594168	586944	8	M	165	A		-1	2276.42235912	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	667331	518309	541963	8	M	91	A		-1	2276.49970011	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
	651006	516790	591086	8	M	62	A		-1	2276.55298345	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
